NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;IN_CERTIFICADO;NO_ENTIDADE_CERTIFICACAO;CO_UF_ENTIDADE_CERTIFICACAO;SG_UF_ENTIDADE_CERTIFICACAO;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025;Q026;Q027;Q028;Q029;Q030;Q031;Q032;Q033;Q034;Q035;Q036;Q037;Q038;Q039;Q040;Q041;Q042;Q043;Q044;Q045;Q046;Q047;Q048;Q049;Q050;Q051;Q052;Q053;Q054;Q055;Q056;Q057;Q058;Q059;Q060;Q061;Q062;Q063;Q064;Q065;Q066;Q067;Q068;Q069;Q070;Q071;Q072;Q073;Q074;Q075;Q076
140000001192;2014;12;F;1;5;1;1;2004;1;1;;;;;;;;;;;;3205200;VILA VELHA;32;ES;0;0;0;0;199;195;203;207;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;A;B;F;4;D;B;A;A;D;A;D;A;A;D;A;B;A;D;D;D;B;A;3;5;;5;5;5;5;C;A;A;B;A;A;A;A;B;A;16;E;3;5;0;5;5;A;B;B;B;A;A;B;;;;;;;;;;;;;;;;;;;;;;;
140000001193;2014;3;M;0;3;1;1;2013;2;1;;;;;;;;;;;;2927408;SALVADOR;29;BA;1;1;1;1;200;196;203;207;605.9;514.5;527.7;604.3;ABECEDDCDEDEBCCDABDDDEEACDDCBDCBABACADDEDDDED;ACCAACEBCECABEADEBBECBEBCBDEBEEAAACCCBEEBEDBD;AEBDEBCBCDCBEADBDCEBDCDDCCDDEDEAABEECBDEBCACB;DEDBEEBBBCABCCACBEDCDEBDBAADCECDADDABEABBCDCE;0;DAEDCDCAEABDBCBDEADCDBEBCBDCBEECABDABADBDEDEA;AADEAABBEADBABBDADBCCEECCEDECBCABDBACCEDEADEC;CDACAAADECBCBCDCBEBCECDEBACAEBDCDEDBCABBCBCDABDADD;DDCDEECBBEDBBDABBCCBCCEDEAECAEADDCDAABABDCECA;7;140;120;140;140;60;600;E;C;H;4;A;B;C;B;A;A;B;A;A;D;A;C;A;D;A;D;A;C;0;5;;5;0;5;0;B;;;B;;;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140000001194;2014;11;M;0;2;1;1;2004;2;1;;;;;;;;;;;;2408102;NATAL;24;RN;1;1;1;1;200;196;206;210;523.5;583.8;542.2;621.2;DAEABBECEDCDBCEDCDBEDECEDBCEECCCBCDCEDBCBEDBC;BCBEADDBACEBADBEADBCCEDBEBCECBBBBBECCCBABBDBC;AEADBBBBDCECDCDAACDCDDD.BBDBABCEEABDE.EAAEBCB;BDCDDDCCECDEBBCAEBBEBCDBCBDCECEECABCCACDECCCE;0;DAEDCDCAEABDBCBDEADCDBEBCBDCBEECABDABADBDEDEA;AADEAABBEADBABBDADBCCEECCEDECBCABDBACCEDEADEC;CDACAECAADBDCDCBCACAEBEDBCCDABDCBEBCECABDEBDADDBCB;DCDADDCCECADEAEADBEDBBDACEDCBCBBCEAECABABDECB;7;120;120;120;120;100;580;G;C;F;2;A;B;B;A;A;A;D;D;A;D;D;B;A;D;D;D;A;A;5;5;;5;5;5;3;A;A;C;C;A;C;B;A;B;A;19;E;3;0;5;5;5;A;B;A;B;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
140000001195;2014;11;F;1;2;1;1;2013;1;2;;;;;;;;;;;;2927408;SALVADOR;29;BA;1;1;1;1;202;198;203;207;507.3;426.9;433.7;352.6;EBCEEDEABEEDEABDBCDEADCACADECECADCECBADBCBDAE;ADBEADABCAECBAEBDACEDBCEBAEACDCECDACDADBCBDAC;ABCEECAEAEBDABCAECADCCBECBEDEADEACBEDAACEDEDA;DACEBCBCBEDCABBEAADEADACBEACAECEBBCEBCBAAEAEA;1;AEABEDEABEBCBEECCBDEDEADADBDCDCDABCDDAABDBCBD;AABBEAADEADBABCEDBDADDEECECCEADECBDBACBCABCCE;CDACAAADECBCBCDCBEBCECDEBACAEBDCDEDBCABBCBCDABDADD;DDCDEECBBEDBBDABBCCBCCEDEAECAEADDCDAABABDCECA;7;120;80;80;100;0;380;A;B;B;3;A;B;A;A;A;A;D;D;A;D;D;A;A;A;D;D;A;B;5;5;;5;0;5;2;B;A;A;C;E;A;A;A;B;B;20;A;0;5;5;5;0;A;B;B;B;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
140000001196;2014;10;F;0;3;1;1;2006;2;1;;;;;;;;;;;;3118601;CONTAGEM;31;MG;1;1;1;1;199;195;206;210;594.8;649;639.7;594.3;EDCBEBDDBEBCCDCEBCEBACAEAEACDBCBDECBDECDEAECC;ECCAABADECACBBCCBCCDAEBABDBBBAADEEBDDECBBAECA;CDBCEBACDCBCDCCEAADBCCDABDCDEBCEBABDEBAACDBCB;BECDADCCDCDDBBEBBBCDDADBCABEBEDBABBCAAECABDBB;0;ADBDDADABCDCBDCBEECABAEEDEADDBCBDBEBABEDEACDC;ECBDADADECAABBECBCCEADBABDEECAADECEDCEBDBABCA;CDACAECAADBDCDCBCACAEBEDBCCDABDCBEBCECABDEBDADDBCB;DCDADDCCECADEAEADBEDBBDACEDCBCBBCEAECABABDECB;7;140;120;100;120;80;560;E;E;J;5;A;B;C;D;B;C;B;A;A;A;A;C;A;A;A;D;B;A;5;5;;5;2;4;0;A;A;C;B;A;B;A;A;A;B;18;E;5;5;5;5;5;A;B;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
140000001197;2014;12;M;0;3;1;1;2004;1;2;;;;;;;;;;;;3518800;GUARULHOS;35;SP;0;0;1;1;199;195;203;207;;;526.7;377.8;.............................................;.............................................;AADECBCEADCBEBCCEDEBBCEADDCDBEABBECBDBAAABCCC;EDCCBBBDDDBADACAEDBBDDDEADDCABEECDDBBADEE*ACE;1;;;CDACAAADECBCBCDCBEBCECDEBACAEBDCDEDBCABBCBCDABDADD;DDCDEECBBEDBBDABBCCBCCEDEAECAEADDCDAABABDCECA;7;140;120;100;140;140;640;C;E;A;1;B;B;A;D;D;D;D;D;A;D;D;A;D;D;D;D;A;B;5;4;;5;5;5;3;A;B;A;A;B;A;A;A;A;B;17;E;5;5;5;5;5;A;B;B;B;B;B;B;;;;;;;;;;;;;;;;;;;;;;;
140000001198;2014;6;F;0;1;1;1;2010;1;1;;;;;;;;;;;;3518800;GUARULHOS;35;SP;1;1;1;1;201;197;206;210;438.8;568.9;490.8;454.4;DDCBDCCEEDBCBCEDBABCBBDCCBECBDAABACCADBCDEDEC;ADBCECBCCEDADBAABBBEBDAEBAEEAAAEECBAAABACCEDB;ADDCCCAEBCBCBCAADEDEDEAABECEEBCDABADACEBBEBCA;ABCDCDEADBDEDDABCCCDDCDBABDDDDBCCCAABAEDCCAEB;1;EDEADBCBDADBDCDCDABABEADECBEBCBDCBEABCDAEEDDA;ADECECBCCECAABBEBCABDBAECCEDEBDADCEDADBABAADE;CDACAECAADBDCDCBCACAEBEDBCCDABDCBEBCECABDEBDADDBCB;DCDADDCCECADEAEADBEDBBDACEDCBCBBCEAECABABDECB;7;120;120;100;120;100;560;E;C;D;2;C;B;B;A;A;D;D;D;D;D;D;B;D;A;D;D;A;A;0;0;;5;5;5;5;B;A;A;B;A;A;A;A;B;A;16;E;5;5;5;0;5;A;B;B;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
140000001199;2014;12;F;2;3;1;1;2004;1;1;;;;;;;;;;;;2611606;RECIFE;26;PE;1;1;1;1;199;195;204;208;445.8;451.6;368.6;490.3;EADACDBADCAECBAEABBDCBADDBCEECACBAECBBBDEABBC;BEDCAAADDEAAEEECBAABDEAEEDEEDBAEBEAEEACEAAABE;BEECDDBBAADBBEDEEEECCDABDCEBEBEBAABDADBCBABDA;CCCBBDBBBADBCDCADCDBCCBBACECCBCAEABEADAEABCBC;0;ADBDDADABCDCBDCBEECABAEEDEADDBCBDBEBABEDEACDC;ECBDADADECAABBECBCCEADBABDEECAADECEDCEBDBABCA;ACACDDECAABDADDDCDCDABEBCBCBECACAEBDEBABEDBCDCBCBC;CECACBCABABDBDADCDAEAECBBCAEADBEDBECBDECEDDDC;7;100;40;60;100;20;320;I;D;B;3;A;B;A;D;A;D;D;D;A;D;D;A;D;D;D;D;A;A;5;5;;5;5;5;5;B;A;C;B;A;A;A;A;A;A;21;E;5;5;5;5;5;A;B;A;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
140000001200;2014;9;F;1;3;1;1;2008;1;1;;;;;;;;;;;;3534401;OSASCO;35;SP;0;0;0;0;199;195;203;207;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;B;C;F;2;C;B;A;A;D;A;D;D;A;D;D;B;A;D;D;D;A;A;2;2;;5;4;5;1;B;A;A;B;A;A;A;B;B;B;21;E;5;4;2;4;3;B;B;A;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
140000001201;2014;7;M;0;3;1;1;2010;1;1;;;;;;;;;;;;3550308;SAO PAULO;35;SP;1;1;1;1;202;198;206;210;492.7;608.6;524.6;566.8;CAEDDBDAEEBEAEDCCACEBCAADABBBCCEDAEACBDBDBECA;AACBAACCEAEBABEBACAADBDEBECDBADECBACADCEDADCA;BABADBBBDCADCCBACDDCBEABBDCDEBCABABCABECABBEA;ABCCBBCCDCDBBDCBCCDACDDAEECCCBEBAAAADACCDDEBE;1;AEABEDEABEBCBEECCBDEDEADADBDCDCDABCDDAABDBCBD;AABBEAADEADBABCEDBDADDEECECCEADECBDBACBCABCCE;CDACAECAADBDCDCBCACAEBEDBCCDABDCBEBCECABDEBDADDBCB;DCDADDCCECADEAEADBEDBBDACEDCBCBBCEAECABABDECB;7;40;120;80;80;80;400;C;B;F;5;A;A;B;A;A;A;B;A;A;D;A;C;A;D;D;D;A;A;2;4;;5;5;5;5;B;A;A;B;A;A;A;A;A;A;19;C;5;2;5;5;5;B;B;A;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
140000001202;2014;7;M;0;2;1;1;2011;1;2;;;;;;;;;;;;2507507;JOAO PESSOA;25;PB;1;1;1;1;200;196;204;208;410.3;568.5;421.1;397.9;DCECCCCCAEACEBBCAACECCDCBCBBBCABBBCCDDBBBCDBD;AADEAAEBEAEDCDCAEDAECBEBABDDCECADAACDBDEEBDEB;ACEDCBACAEBDCBEAEEBADEEBDCBCDEAC*BDDACABCECBD;CDAAECB*CCDBBBBBBCCCBCBDBDCBCDABBCCBC*EDCBCBD;0;DAEDCDCAEABDBCBDEADCDBEBCBDCBEECABDABADBDEDEA;AADEAABBEADBABBDADBCCEECCEDECBCABDBACCEDEADEC;ACACDDECAABDADDDCDCDABEBCBCBECACAEBDEBABEDBCDCBCBC;CECACBCABABDBDADCDAEAECBBCAEADBEDBECBDECEDDDC;7;120;120;80;120;100;540;D;B;C;5;E;B;A;D;A;A;D;D;A;D;D;B;A;D;D;D;A;A;2;5;;5;0;1;0;C;A;A;C;B;A;A;B;B;B;20;E;5;1;5;5;5;A;B;A;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
140000001203;2014;12;F;2;3;1;1;2004;1;1;;;;;;;;;;;;2606002;GARANHUNS;26;PE;1;1;1;1;200;196;203;207;469.5;579.6;559.4;540.9;ADEBDEECAEADCCBBABBDCECECCEABADBCBDABEBBBEDCD;CADEAEBBCDEBCDEAEBBCCDEBDABEAEADDEAACBBDEADBC;BADACBCBDDCDEBCEEDAEBCDACCCEAECAABBECDAABEADA;EDCAEECEBBDAADBBDBECCEDDCBDBBDBDDBBDBDBDBCBDB;1;DAEDCDCAEABDBCBDEADCDBEBCBDCBEECABDABADBDEDEA;AADEAABBEADBABBDADBCCEECCEDECBCABDBACCEDEADEC;CDACAAADECBCBCDCBEBCECDEBACAEBDCDEDBCABBCBCDABDADD;DDCDEECBBEDBBDABBCCBCCEDEAECAEADDCDAABABDCECA;7;160;160;120;160;120;720;B;G;C;3;B;B;A;D;A;A;D;D;A;D;D;C;A;D;D;D;A;A;1;3;;2;1;5;0;A;A;B;B;A;A;A;A;A;A;17;A;5;1;4;4;1;B;B;A;B;A;A;A;;;;;;;;;;;;;;;;;;;;;;;
140000001204;2014;9;M;0;1;2;1;2008;1;1;;;;;;;;;;;;1200401;RIO BRANCO;12;AC;1;1;1;1;199;195;203;207;371.2;439.6;428.4;356;EACCCECCDBBDEEEECDEADBBCCADEECDCCEBBBEDBEADDD;CDEADDBECCDDBECDBECAABBBCBAECBADBCAAAECACDBBB;BEBCAECAEADDECCCBCBBBCBBBBBBAACEEECCCEEEBEDDD;AAAEBCCCBBBBCCCCCCEBBCAABBCCCCDDAAABBBDDDBBEE;1;ADBDDADABCDCBDCBEECABAEEDEADDBCBDBEBABEDEACDC;ECBDADADECAABBECBCCEADBABDEECAADECEDCEBDBABCA;CDACAAADECBCBCDCBEBCECDEBACAEBDCDEDBCABBCBCDABDADD;DDCDEECBBEDBBDABBCCBCCEDEAECAEADDCDAABABDCECA;7;120;120;120;120;40;520;C;G;B;3;A;B;A;A;A;A;D;A;A;D;D;A;D;D;D;D;A;A;4;5;;5;4;5;5;C;A;B;B;A;B;A;A;A;A;22;E;4;5;5;5;5;A;B;B;B;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
140000001205;2014;11;F;0;3;1;1;2004;2;1;;;;;;;;;;;;3106200;BELO HORIZONTE;31;MG;1;1;1;1;199;195;204;208;652.1;642.3;651.5;638.9;DDEDDEDCDCDCDBCBAEBDADDEBEACCBCBDEEBCBADEBEDC;EBBAADDDECADEBDCBCCAADBADEEEBAECECDECEBBDADCA;DECEABEADDDCDCAABEBCBCDEDACADADEBABEDBEDCBCBC;CECDDCAABABBADABDCBECAABCBADCCCDDBABBDDCCABBB;1;ADBDDADABCDCBDCBEECABAEEDEADDBCBDBEBABEDEACDC;ECBDADADECAABBECBCCEADBABDEECAADECEDCEBDBABCA;ACACDDECAABDADDDCDCDABEBCBCBECACAEBDEBABEDBCDCBCBC;CECACBCABABDBDADCDAEAECBBCAEADBEDBECBDECEDDDC;7;120;160;120;120;80;600;G;G;A;1;C;B;A;D;A;A;A;D;A;D;D;A;A;D;D;D;A;B;4;4;;4;4;4;4;B;A;C;C;A;C;A;A;A;A;21;D;4;4;4;4;4;B;A;A;A;B;A;B;;;;;;;;;;;;;;;;;;;;;;;
140000001206;2014;7;M;0;1;1;1;2012;1;2;;;;;;;;;;;;3303302;NITEROI;33;RJ;1;1;1;1;200;196;205;209;556.5;575.4;577.9;678.9;DAEBCCCCBEADBCDADABBEEEEEBADBBCEDDDDACEEDADEA;AEBCAACBAAABBECCAAAAAEEABBEEBDDCDDBDCBCDDADDC;DCCCBBEBCEADEDCCBECADCCABCCBDCDCCAAAEACBCEDEB;DBBACCAEECACCBDCBDDABACDCCCCAACBCCACCECCACACD;0;DAEDCDCAEABDBCBDEADCDBEBCBDCBEECABDABADBDEDEA;AADEAABBEADBABBDADBCCEECCEDECBCABDBACCEDEADEC;ACACDDAAECBEBCDADDDCBBCBEDBCABDEBDCDACAEBECCBCCDAB;ECBDCDADEAEADBEDBBDAEAECCBCBBCCEDDDCCECAABABD;7;120;160;160;160;160;760;G;F;N;5;A;B;C;A;A;C;A;A;A;A;A;C;A;A;A;D;B;A;1;1;;5;3;5;5;C;A;A;E;A;A;A;A;B;A;18;D;3;0;5;5;4;A;B;B;B;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
140000001207;2014;11;M;0;3;1;4;;;;;;;;;;;1;INSTITUTO FEDERAL DO PARANÁ - CAMPUS PALMAS;41;PR;4118501;PATO BRANCO;41;PR;1;1;1;1;200;196;204;208;512.8;598.5;529.6;493.8;EDEDBECCEBABCCBCCBCBAEEEBDACADAEEBEAAEDCDCBBC;AADEAEBCBAEBABBABBAACBECCBAEBAABABAACCEBEADDC;CCCBABDADBDEACAABEBABDCABACBEDCBEABAABBBCCCCC;CDCCDCEAD*BBADCACBBEDCACB*DBEBBBBAAAAABBDEEEE;1;DAEDCDCAEABDBCBDEADCDBEBCBDCBEECABDABADBDEDEA;AADEAABBEADBABBDADBCCEECCEDECBCABDBACCEDEADEC;ACACDDECAABDADDDCDCDABEBCBCBECACAEBDEBABEDBCDCBCBC;CECACBCABABDBDADCDAEAECBBCAEADBEDBECBDECEDDDC;7;80;80;60;60;20;300;E;E;F;1;A;B;A;A;A;A;A;A;A;D;A;A;A;D;A;D;A;A;5;5;;5;5;5;5;D;A;A;F;A;A;A;A;A;A;18;E;5;5;5;5;5;B;A;B;B;A;A;A;A;A;A;B;B;B;B;A;B;B;A;B;B;B;B;B;B;B;B;B;B;B;D
140000001208;2014;11;F;0;3;1;1;2004;1;1;;;;;;;;;;;;3550308;SAO PAULO;35;SP;0;0;0;0;199;195;203;207;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;B;E;E;1;C;B;A;D;D;A;D;A;A;D;D;A;A;D;D;D;A;A;5;5;;1;5;5;5;B;A;A;B;A;A;A;A;B;A;18;E;5;3;5;5;5;B;A;B;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
140000001209;2014;11;F;0;3;1;1;2006;1;2;;;;;;;;;;;;2700300;ARAPIRACA;27;AL;0;0;0;0;199;195;203;207;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;G;G;C;4;D;B;A;A;A;A;A;A;A;D;D;A;A;D;D;D;A;C;0;0;;5;2;5;0;B;;;A;;;A;A;A;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140000001210;2014;13;M;0;3;1;1;2004;1;1;;;;;;;;;;;;2211001;TERESINA;22;PI;1;1;1;1;201;197;206;210;489.6;561.9;550.7;520.4;EDEDEBCBDDADBDDBACCEDECCCCBCECDDDCCBDDAADBBAA;ADBCECBCCACAABCAEACDADCEABCAAADEEAAEAEBBDCEEE;BABABBACDCBDCACADDDBABEBBDCDEACCDABAEBDDDDBBB;CCCBDECCDEABEBCAEBABAEBACBAEABBCAEBCAEBACADBE;1;EDEADBCBDADBDCDCDABABEADECBEBCBDCBEABCDAEEDDA;ADECECBCCECAABBEBCABDBAECCEDEBDADCEDADBABAADE;CDACAECAADBDCDCBCACAEBEDBCCDABDCBEBCECABDEBDADDBCB;DCDADDCCECADEAEADBEDBBDACEDCBCBBCEAECABABDECB;7;120;40;40;120;60;380;A;A;C;7;A;B;A;D;A;D;D;D;A;D;D;A;D;D;D;D;A;A;5;5;;5;2;5;5;B;B;A;C;A;A;A;A;B;A;17;D;5;5;5;5;5;A;B;B;B;B;B;B;;;;;;;;;;;;;;;;;;;;;;;
140000001211;2014;3;F;0;1;1;1;2013;2;1;;;;;;;;;;;;2927408;SALVADOR;29;BA;1;1;1;1;200;196;205;209;670;688.3;615.5;761.1;DEEECDECEADABABDEABADBEBCDCCEBCEBBDABAEBDEDEA;ACDECABBBADBABAAADACCECCCEDABBCABACACCCDEBDEC;ACCADBEBCDADDDCBBEBBDBCABDEBCCDBCBBDEECBEEAEB;ECBDCDEDBADABBECBBDCAACCCECDACCBDEDCCCCBABABB;0;DAEDCDCAEABDBCBDEADCDBEBCBDCBEECABDABADBDEDEA;AADEAABBEADBABBDADBCCEECCEDECBCABDBACCEDEADEC;ACACDDAAECBEBCDADDDCBBCBEDBCABDEBDCDACAEBECCBCCDAB;ECBDCDADEAEADBEDBBDAEAECCBCBBCCEDDDCCECAABABD;7;160;160;140;160;100;720;E;G;O;4;A;B;C;D;D;C;D;A;A;A;A;C;C;A;D;D;B;C;0;0;;5;5;0;0;B;;;B;;;B;B;B;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140000001212;2014;11;F;1;1;1;1;2005;1;1;;;;;;;;;;;;4318705;SAO LEOPOLDO;43;RS;0;0;0;0;199;195;203;207;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;B;B;C;3;D;B;A;A;A;A;D;A;A;D;A;B;A;D;D;D;B;B;5;5;;5;4;5;5;F;A;A;C;A;A;A;A;B;A;16;E;5;0;5;5;5;A;B;A;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
140000001213;2014;13;F;0;3;1;1;2004;1;1;;;;;;;;;;;;3550308;SAO PAULO;35;SP;1;1;1;1;201;197;203;207;508.1;486.2;456.1;450;ECBBCBBCDC.DDCCAECCEEEBCBCCDCDCCBADCDCDDEECAD;EDBDECBDCBCBCBCCDDBCDCEECEDABEDEBCBEAEDDBCCCE;EDBDECCBEDCAABBCDDECDBEDBDCCBDEEBECECCAEAECEC;CDCDECBEBDCCACDCDBEE.*BCDBCCAECBBBCCBADCCCDDC;0;EDEADBCBDADBDCDCDABABEADECBEBCBDCBEABCDAEEDDA;ADECECBCCECAABBEBCABDBAECCEDEBDADCEDADBABAADE;CDACAAADECBCBCDCBEBCECDEBACAEBDCDEDBCABBCBCDABDADD;DDCDEECBBEDBBDABBCCBCCEDEAECAEADDCDAABABDCECA;7;120;80;80;80;120;480;B;B;B;1;A;A;A;D;A;A;D;A;A;A;D;A;A;D;D;D;A;B;5;5;;5;4;5;1;B;A;A;A;A;A;A;A;A;B;20;C;5;5;5;5;5;A;B;A;B;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
140000001214;2014;3;M;0;3;1;3;;;;;;;;;;;0;;;;2304400;FORTALEZA;23;CE;1;1;1;1;201;197;205;209;461.7;540.8;534;404.9;CDCADCBACEBCABDCCDBBDADDCDEABCBDEABDABDEDCACA;ACECECBACECDEBCAADCBACEAEBEABACECAEDBEBCDADBE;EDAADBEACDADBEDCBECCDACADDEEAECCAAEBEBCBDDDAB;EBBCBCAECDABCEABEDBBAAECCDDEBBBDCADCDDEBBAEEB;1;EDEADBCBDADBDCDCDABABEADECBEBCBDCBEABCDAEEDDA;ADECECBCCECAABBEBCABDBAECCEDEBDADCEDADBABAADE;ACACDDAAECBEBCDADDDCBBCBEDBCABDEBDCDACAEBECCBCCDAB;ECBDCDADEAEADBEDBBDAEAECCBCBBCCEDDDCCECAABABD;7;60;120;100;80;80;440;F;C;B;3;A;B;A;A;D;A;D;D;A;D;D;A;D;D;D;D;A;C;5;5;;5;3;5;5;F;B;B;F;A;A;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140000001215;2014;2;F;0;1;1;2;;1;1;3504503;AVARE;35;SP;2;1;1;;;;;3504503;AVARE;35;SP;1;1;1;1;200;196;204;208;509.3;577.5;564;623.2;AEEADCECDECEACEDEADBCCDEBECDBAEEBBAABEABCEBEA;ACEAAAEEAACBABCAABACCCACAAAAEEECEECECDDBEADEC;DADECBBAAAECAEEABEBCBEEEBDBAAACEBABBDCDDCDCBC;CEDDEDEABCCDCDBDDDDBBAADCACBCBCADBCBBDECCDBBC;1;DAEDCDCAEABDBCBDEADCDBEBCBDCBEECABDABADBDEDEA;AADEAABBEADBABBDADBCCEECCEDECBCABDBACCEDEADEC;ACACDDECAABDADDDCDCDABEBCBCBECACAEBDEBABEDBCDCBCBC;CECACBCABABDBDADCDAEAECBBCAEADBEDBECBDECEDDDC;7;120;160;120;160;120;680;B;E;C;5;A;B;C;A;B;A;A;A;A;D;D;C;B;A;D;D;A;A;5;5;;5;4;5;5;B;A;A;B;A;A;A;A;A;A;16;B;3;0;5;5;5;A;B;B;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
140000001216;2014;4;M;0;1;1;1;2012;1;1;;;;;;;;;;;;4318705;SAO LEOPOLDO;43;RS;1;1;1;1;202;198;204;208;478.9;525.1;488.4;528.9;EBEBDDDAEDEEEEBCCEEBDEBECECDDDCDACAAAAAEEAEBE;ADEBADECEABBEECCAAEDDADEBECABADAAADCEDDDCBABE;CCCAEBEADCCCCEACBCBDBBDDDDCBDADCCCCDBCDECECAE;CEBBD*BACDDBCDBBDCDBDEDBDCDDDDBEAECBDDECCDBCD;1;AEABEDEABEBCBEECCBDEDEADADBDCDCDABCDDAABDBCBD;AABBEAADEADBABCEDBDADDEECECCEADECBDBACBCABCCE;ACACDDECAABDADDDCDCDABEBCBCBECACAEBDEBABEDBCDCBCBC;CECACBCABABDBDADCDAEAECBBCAEADBEDBECBDECEDDDC;7;180;160;160;180;160;840;C;C;C;4;A;A;D;D;A;A;A;A;A;D;A;B;A;D;A;D;A;A;5;4;;5;5;5;5;B;A;A;B;A;A;A;A;A;A;17;E;5;0;5;5;5;A;B;B;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
140000001217;2014;5;M;0;2;1;1;2011;1;1;;;;;;;;;;;;3529401;MAUA;35;SP;1;1;1;1;201;197;205;209;552.3;678.1;674.7;660;EDBBDCCCEAADDECDBACDEAAEEECCDBABCBCEBCDACEBAD;ADECECBCCECAABBCEEABDBAEBCADEADACCAAADBACABBE;DAAECBEBABADDDCEBCEEDECABDEBACDACCEBEDCBCEDAB;EBBACCDDBDEABBEEBDDBBEECDAABDDCCDDECCBCAABECB;1;EDEADBCBDADBDCDCDABABEADECBEBCBDCBEABCDAEEDDA;ADECECBCCECAABBEBCABDBAECCEDEBDADCEDADBABAADE;ACACDDAAECBEBCDADDDCBBCBEDBCABDEBDCDACAEBECCBCCDAB;ECBDCDADEAEADBEDBBDAEAECCBCBBCCEDDDCCECAABABD;7;140;160;200;160;120;780;E;C;C;4;A;B;A;A;A;A;A;A;A;A;A;A;A;D;A;D;B;A;5;3;;3;3;3;1;B;A;A;B;A;A;A;A;A;A;14;E;3;0;2;4;4;B;B;A;A;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
