NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;IN_CERTIFICADO;NO_ENTIDADE_CERTIFICACAO;CO_UF_ENTIDADE_CERTIFICACAO;SG_UF_ENTIDADE_CERTIFICACAO;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025;Q026;Q027;Q028;Q029;Q030;Q031;Q032;Q033;Q034;Q035;Q036;Q037;Q038;Q039;Q040;Q041;Q042;Q043;Q044;Q045;Q046;Q047;Q048;Q049;Q050;Q051;Q052;Q053;Q054;Q055;Q056;Q057;Q058;Q059;Q060;Q061;Q062;Q063;Q064;Q065;Q066;Q067;Q068;Q069;Q070;Q071;Q072;Q073;Q074;Q075;Q076
140000003922;2014;13;F;1;3;1;1;2004;1;1;;;;;;;;;;;;2704302;MACEIO;27;AL;0;0;0;0;199;195;203;207;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;I;A;B;4;C;B;A;D;A;A;A;D;A;A;D;A;A;D;D;D;A;B;1;5;;5;2;5;4;C;A;A;E;E;A;A;A;B;A;25;A;0;5;4;4;0;A;B;B;B;B;B;B;;;;;;;;;;;;;;;;;;;;;;;
140000003923;2014;5;F;0;1;1;1;2011;1;1;;;;;;;;;;;;3550308;SAO PAULO;35;SP;0;0;0;0;199;195;203;207;;;;;.............................................;.............................................;.............................................;.............................................;0;;;;;6;0;0;0;0;0;0;E;B;D;5;B;B;B;A;B;A;A;A;A;A;B;A;A;D;A;D;A;B;3;4;;5;5;5;3;B;A;A;B;A;A;A;A;A;A;15;D;5;3;5;5;5;A;B;A;A;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
140000003924;2014;5;F;0;2;1;1;2011;1;1;;;;;;;;;;;;2211001;TERESINA;22;PI;1;1;1;1;199;195;203;207;435;558.7;553;387.4;DACDDBDCDECDABEBADDEDCCDBABEACDDBEEAEDADCDACD;ECECBAAAECAADBCCACAEACAEEABEBDADEACCDEADAAEEB;EEDACACACDCBABCBCABBBCEADACCBDEAABBDDCDCBEABD;ADDDBCADCEADEDBCEAEECDABAEDABEBBADDCBEBCBDACE;1;ADBDDADABCDCBDCBEECABAEEDEADDBCBDBEBABEDEACDC;ECBDADADECAABBECBCCEADBABDEECAADECEDCEBDBABCA;CDACAAADECBCBCDCBEBCECDEBACAEBDCDEDBCABBCBCDABDADD;DDCDEECBBEDBBDABBCCBCCEDEAECAEADDCDAABABDCECA;7;160;160;160;160;160;800;B;B;B;3;A;B;A;D;D;D;D;D;A;D;D;B;D;D;D;D;A;C;5;5;;5;5;5;5;B;;;B;;;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140000003925;2014;11;F;0;2;1;1;2004;1;1;;;;;;;;;;;;3518701;GUARUJA;35;SP;1;1;1;1;202;198;204;208;612.7;630.5;555.4;452.8;EECADDEEECBCECEDDCCECEEEEDEDBCCDACEDEEBBDBBCD;ADBBDDCDBADBABCEAEDAAEEABDBCEADECBABACDEABCCE;AEECAAEDDEECDCECBEBCBABDDACCEADEBADDDECECBCBB;CDAECCDBBDDBDECBBCDAEDCDBCDCCCDBDBBBBEEBBEAEB;1;AEABEDEABEBCBEECCBDEDEADADBDCDCDABCDDAABDBCBD;AABBEAADEADBABCEDBDADDEECECCEADECBDBACBCABCCE;ACACDDECAABDADDDCDCDABEBCBCBECACAEBDEBABEDBCDCBCBC;CECACBCABABDBDADCDAEAECBBCAEADBEDBECBDECEDDDC;7;160;160;140;120;100;680;B;A;B;6;A;B;B;A;A;D;D;A;A;D;D;C;D;D;D;A;A;B;0;0;;5;5;5;0;C;A;A;B;A;A;A;A;B;B;16;B;5;0;5;0;0;A;B;B;A;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
140000003926;2014;14;M;0;3;1;4;;;;;;;;;;;1;SECRETARIA DE ESTADO DE EDUCAÇÃO DE MINAS GERAIS;31;MG;3106200;BELO HORIZONTE;31;MG;0;0;0;0;199;195;203;207;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;B;B;J;3;A;B;B;A;A;A;B;A;A;D;A;A;A;A;A;D;A;A;5;5;;5;5;5;5;A;A;A;F;E;A;A;A;B;A;14;E;5;0;5;5;5;B;B;B;B;A;B;B;B;;;;;;;;;;B;;;;;;;;;;;;
140000003927;2014;12;F;0;2;1;1;2004;1;1;;;;;;;;;;;;3304904;SAO GONCALO;33;RJ;0;0;0;0;199;195;203;207;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;D;B;B;4;A;B;A;D;D;D;D;D;D;D;A;D;D;D;D;D;A;B;4;5;;5;2;2;2;B;A;A;B;A;A;A;A;A;A;24;D;5;5;5;5;5;A;B;A;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
140000003928;2014;3;M;0;1;1;3;;;;;;;;;;;1;SECRETARIA DE ESTADO DE EDUCAÇÃO DO RIO GRANDE DO SUL;43;RS;4318705;SAO LEOPOLDO;43;RS;1;1;1;1;199;195;203;207;574.8;586.2;568.7;522.7;EDEDABECDCDCEADECCEDBCEEDACBBCCBCEEEEBEADABCC;ECCBABADDDAABBADBCCEDCBBBEAECAEEBCBEECDBBCAAA;CDDBDBCECDCBEBEECCEBDCDDAACDBDBDEBBCAEEEBBACB;DDCDEBACBCDBDDBDADDAECBDBCDBEECBBDBDCAAADDBAA;0;ADBDDADABCDCBDCBEECABAEEDEADDBCBDBEBABEDEACDC;ECBDADADECAABBECBCCEADBABDEECAADECEDCEBDBABCA;CDACAAADECBCBCDCBEBCECDEBACAEBDCDEDBCABBCBCDABDADD;DDCDEECBBEDBBDABBCCBCCEDEAECAEADDCDAABABDCECA;7;160;160;160;180;120;780;E;G;J;3;D;B;B;D;A;B;A;A;A;D;A;C;A;D;D;D;C;C;0;0;;5;5;5;5;B;A;A;F;A;A;A;A;B;A;;;;;;;;;;;;;;;B;;;;;;;;;;A;B;B;B;B;B;B;B;B;B;B;B;G
140000003929;2014;12;M;1;3;1;1;2011;1;2;;;;;;;;;;;;2606002;GARANHUNS;26;PE;0;0;0;0;199;195;203;207;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;G;E;B;3;A;B;A;A;A;D;A;D;A;D;D;B;D;D;D;D;A;A;5;5;;5;5;5;5;A;A;B;E;E;B;A;B;B;A;16;E;4;5;5;5;5;B;B;B;B;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
140000003930;2014;5;F;0;1;1;1;2011;1;1;;;;;;;;;;;;4107207;DOIS VIZINHOS;41;PR;0;0;0;0;199;195;203;207;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;B;G;D;5;A;A;A;A;A;A;A;A;A;B;D;C;A;D;D;D;B;A;5;4;;5;5;5;1;B;A;A;B;A;A;A;A;B;B;17;C;5;5;5;5;5;B;B;A;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
140000003931;2014;3;M;0;3;1;3;;;;;;;;;;;0;;;;2304400;FORTALEZA;23;CE;1;1;1;1;201;197;203;207;562;572;562.4;486.2;DDEABBEDEDADDAEDEDBCEBDDDAEEBDBDDBADBDDAEEAAA;ADECBCBCCCDACBBEBABBBCCABEABABBADEDDDCBDDBACA;AAECCBCBCDEDEBCEDDEBCCADEBDDBDCDABBECEACBDEAD;ADCBECCCCBDDACBCEAEEBDECBCAEBCBDBABBADDAACCAD;0;EDEADBCBDADBDCDCDABABEADECBEBCBDCBEABCDAEEDDA;ADECECBCCECAABBEBCABDBAECCEDEBDADCEDADBABAADE;CDACAAADECBCBCDCBEBCECDEBACAEBDCDEDBCABBCBCDABDADD;DDCDEECBBEDBBDABBCCBCCEDEAECAEADDCDAABABDCECA;7;120;120;120;120;80;560;B;B;C;3;A;B;A;A;A;D;D;D;A;D;A;C;B;D;D;A;A;C;4;4;;4;4;4;4;C;;;B;;;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140000003932;2014;9;F;0;3;1;1;2010;1;1;;;;;;;;;;;;2611606;RECIFE;26;PE;1;1;1;1;199;195;203;207;521.5;480.9;458.9;365.5;EACAAEEEBCDADBEBADBCBBEEBCAECDBDABABCDDDCDADC;ECEDCEABAACCCECDBCABBABECABEAADECDAACABDDBABC;BEBAACEBEDCABDCCBAEDCCEDCCCBBCBDEEBCCADEAEBCD;BEACCBEBCBBCCEABDBDACABDCEDAABDEDDDACCADEABEB;1;ADBDDADABCDCBDCBEECABAEEDEADDBCBDBEBABEDEACDC;ECBDADADECAABBECBCCEADBABDEECAADECEDCEBDBABCA;CDACAAADECBCBCDCBEBCECDEBACAEBDCDEDBCABBCBCDABDADD;DDCDEECBBEDBBDABBCCBCCEDEAECAEADDCDAABABDCECA;7;100;80;100;120;80;480;B;E;C;5;A;B;B;B;D;A;A;A;A;D;D;C;A;A;D;D;B;B;5;5;;5;5;5;0;A;A;A;D;A;A;A;A;A;B;22;E;5;0;5;5;5;B;B;B;B;B;B;B;;;;;;;;;;;;;;;;;;;;;;;
140000003933;2014;7;F;0;1;1;4;;;;;;;;;;;1;INSTITUTO FEDERAL DE SANTA CATARINA - CAMPUS FLORIANÓPOLIS - CONTINENTE;42;SC;4205407;FLORIANOPOLIS;42;SC;1;1;1;1;201;197;205;209;396.5;550.4;509.2;440.3;BBBABBEBEDDCBAACDECADADDCDADDDDDBCCBC.B.CACDA;EDBDECBCCCCDEDBCABCECCCAECAEDDDCEABBAEBAAACEA;DCACABEACEEDDDCDEBAEEBDDBBECBCBBCCDDEEADDEAEB;CEEEAEEDEEBBDCAADADEBCDDEEEEEDEDCDEDCDDDEBBCE;1;EDEADBCBDADBDCDCDABABEADECBEBCBDCBEABCDAEEDDA;ADECECBCCECAABBEBCABDBAECCEDEBDADCEDADBABAADE;ACACDDAAECBEBCDADDDCBBCBEDBCABDEBDCDACAEBECCBCCDAB;ECBDCDADEAEADBEDBBDAEAECCBCBBCCEDDDCCECAABABD;7;80;40;80;80;80;360;B;E;B;2;C;B;A;D;D;D;D;D;A;D;D;A;A;D;D;D;A;A;5;5;;5;5;5;5;G;D;B;F;A;B;A;A;A;A;17;D;0;0;5;5;5;B;B;B;B;B;B;B;B;;;;;;;;;;A;B;A;A;B;B;A;B;A;B;B;B;C
140000003934;2014;15;F;0;1;1;1;2004;1;2;;;;;;;;;;;;4303004;CACHOEIRA DO SUL;43;RS;0;0;0;0;199;195;203;207;;;;;.............................................;.............................................;.............................................;.............................................;0;;;;;6;0;0;0;0;0;0;C;C;B;2;C;B;A;D;A;A;D;A;A;D;D;A;A;D;D;D;A;B;5;5;;5;5;5;4;B;A;A;E;E;A;A;A;B;B;18;E;5;5;5;5;5;A;B;B;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
140000003935;2014;3;F;0;1;1;1;2013;1;1;;;;;;;;;;;;3550308;SAO PAULO;35;SP;1;1;1;1;200;196;205;209;384.1;491.8;415.7;403;BABDABCCBEBADAECAEABADAECCCABADDEEDBCEAABABAA;EAACAEBBABABACCCDDCDAEADCBADBDECABCEAADEDADEA;EECECBEDCEAEBEEACDEDDCAEADCBEBEECAEBAEBEBAADD;DEDBADAAEEDEAAECADAECAAADEBBBECAAEBCBCECBDECA;1;DAEDCDCAEABDBCBDEADCDBEBCBDCBEECABDABADBDEDEA;AADEAABBEADBABBDADBCCEECCEDECBCABDBACCEDEADEC;ACACDDAAECBEBCDADDDCBBCBEDBCABDEBDCDACAEBECCBCCDAB;ECBDCDADEAEADBEDBBDAEAECCBCBBCCEDDDCCECAABABD;7;80;80;100;100;80;440;B;B;B;7;A;B;A;A;B;A;A;A;D;A;A;A;A;D;A;D;A;C;5;5;;5;5;5;5;B;;;B;;;A;A;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140000003936;2014;11;M;1;3;1;1;2004;1;1;;;;;;;;;;;;2403251;PARNAMIRIM;24;RN;1;1;1;1;202;198;203;207;520.7;573.9;578.3;531.1;CDBDBDDAEEEBDEDDACBEDEAEACADBEBDACACDDBCBACDB;ABBDEAACAAEDACBBDEEABDACDEDBCADECBAEDDECDBACE;CBBDEBCBCDCDEBCEBDEDACBEDACBEDACABBEADAEBEAAE;CECDBEBBCEEEDCBBBACEDCDBEABCDADAADCBDCEEBCCDA;0;AEABEDEABEBCBEECCBDEDEADADBDCDCDABCDDAABDBCBD;AABBEAADEADBABCEDBDADDEECECCEADECBDBACBCABCCE;CDACAAADECBCBCDCBEBCECDEBACAEBDCDEDBCABBCBCDABDADD;DDCDEECBBEDBBDABBCCBCCEDEAECAEADDCDAABABDCECA;7;140;100;120;120;60;540;E;E;D;3;C;B;A;A;A;A;D;D;A;D;D;A;A;D;D;D;A;B;5;5;;5;1;4;1;B;A;A;B;A;A;B;B;B;B;18;D;5;5;5;5;5;B;B;B;B;B;B;B;;;;;;;;;;;;;;;;;;;;;;;
140000003937;2014;7;F;1;3;1;4;;;;;;;;;;;1;SECRETARIA DE ESTADO DE EDUCAÇÃO DE TOCANTINS;17;TO;1721000;PALMAS;17;TO;0;0;0;0;199;195;203;207;;;;;.............................................;.............................................;.............................................;.............................................;0;;;;;6;0;0;0;0;0;0;D;E;D;3;A;B;A;A;A;D;A;A;A;D;D;C;D;D;D;D;B;A;5;1;;5;0;5;5;B;A;A;F;D;A;A;A;A;A;17;E;5;5;5;5;5;B;B;B;B;A;B;B;A;A;A;B;B;B;A;A;B;B;A;A;B;B;B;B;A;A;B;B;B;B;G
140000003938;2014;4;F;0;1;1;1;2012;2;1;;;;;;;;;;;;3106200;BELO HORIZONTE;31;MG;0;0;0;0;199;195;203;207;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;G;G;M;4;A;B;C;A;A;C;C;A;B;B;A;C;A;B;D;A;C;C;5;0;;5;5;0;5;B;;;B;;;B;A;B;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140000003939;2014;4;F;0;1;1;1;2013;1;2;;;;;;;;;;;;3104007;ARAXA;31;MG;1;1;1;1;201;197;205;209;599.9;589.1;580.1;562.4;EDEAEBCBDDEDDBCCDAABAEAACBBECACBEBABECDEDECDD;ADECECACAECAABBCDADBCCDBBDEEBBCAEEBEACBEDACEA;DAAECCDBCEADCDCDBECBDBCABDEAEDCDCCEDDBCBEBAAB;DBBADBCEEEDDCBCEACDBADAAECAEDCDADCECCECCBABCA;1;EDEADBCBDADBDCDCDABABEADECBEBCBDCBEABCDAEEDDA;ADECECBCCECAABBEBCABDBAECCEDEBDADCEDADBABAADE;ACACDDAAECBEBCDADDDCBBCBEDBCABDEBDCDACAEBECCBCCDAB;ECBDCDADEAEADBEDBBDAEAECCBCBBCCEDDDCCECAABABD;7;140;140;180;160;60;680;C;B;E;3;A;B;A;A;A;A;A;A;A;D;A;C;A;D;D;D;A;B;4;5;;5;5;5;5;B;A;A;C;A;A;A;A;B;A;18;E;1;0;5;5;5;A;B;B;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
140000003940;2014;11;M;1;3;1;1;2004;1;1;;;;;;;;;;;;1503606;ITAITUBA;15;PA;1;1;1;1;199;195;204;208;583.6;556.6;500.4;372.6;DBCDBECABDDCBBCDBCEBAEEEBACDEACDEEEBAEEDBABCC;ECEAABADDCBABCCCAABEBEBEDEEEBAADBCABBDAECEDDA;DBEBABEDAECCAADABEBCBBACBECBDDECBDACDAEECDCCA;DDECDEDBCEECBDBADCCABEDDBCDBACCDCBBBDBDCBEEAD;1;ADBDDADABCDCBDCBEECABAEEDEADDBCBDBEBABEDEACDC;ECBDADADECAABBECBCCEADBABDEECAADECEDCEBDBABCA;ACACDDECAABDADDDCDCDABEBCBCBECACAEBDEBABEDBCDCBCBC;CECACBCABABDBDADCDAEAECBBCAEADBEDBECBDECEDDDC;7;120;120;120;100;80;540;B;B;F;3;E;B;A;A;D;D;D;A;A;D;D;B;A;D;D;D;A;A;5;3;;5;5;5;3;B;A;A;B;A;A;A;A;B;A;18;E;2;5;5;5;5;A;A;B;B;A;A;A;;;;;;;;;;;;;;;;;;;;;;;
140000003941;2014;7;F;0;1;1;1;2009;1;1;;;;;;;;;;;;2111300;SAO LUIS;21;MA;1;1;1;1;199;195;206;210;510.7;584.9;537.4;574.3;DAEBDADABADAACCAAEBDDEAEBEDCBBDACEDEBEDEECBBC;CCEDEEADECAACBACBCCEAABACAAEBDAEBEBCBCBAACEDC;DABEACACDCBEBCAEDBEB*EBBBDEDCACEDACDEBEEDDBAA;ABCEADCCCABDDCEABBAEACDAAADDCBCDABBEBACAECCBB;1;ADBDDADABCDCBDCBEECABAEEDEADDBCBDBEBABEDEACDC;ECBDADADECAABBECBCCEADBABDEECAADECEDCEBDBABCA;CDACAECAADBDCDCBCACAEBEDBCCDABDCBEBCECABDEBDADDBCB;DCDADDCCECADEAEADBEDBBDACEDCBCBBCEAECABABDECB;7;120;120;120;140;40;540;B;D;B;3;A;B;A;D;D;D;D;D;A;D;D;B;D;D;D;D;A;C;4;3;;5;2;1;0;B;;;B;;;A;B;B;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140000003942;2014;4;M;0;3;1;1;2012;1;1;;;;;;;;;;;;3549805;SAO JOSE DO RIO PRETO;35;SP;1;1;1;1;199;195;203;207;596.3;602.3;556.4;606.8;DDEDAADDBCDCACDBAADEBCDEBBAAABCAEEEBBCAEEDCDA;ECDAEBADEEAABACCBCCEDADACEEEBADDCCEDCABBAECCB;DECACACBCDAAEBDEBDEBCCBBDDCCDDAEABBEBAACBEABB;CBCBEEDBBCDABDCEDCDEDCCDBBADAEAEBDCCACDDBCDDC;1;ADBDDADABCDCBDCBEECABAEEDEADDBCBDBEBABEDEACDC;ECBDADADECAABBECBCCEADBABDEECAADECEDCEBDBABCA;CDACAAADECBCBCDCBEBCECDEBACAEBDCDEDBCABBCBCDABDADD;DDCDEECBBEDBBDABBCCBCCEDEAECAEADDCDAABABDCECA;7;120;120;100;140;80;560;B;B;C;1;C;B;A;D;D;D;A;A;A;D;D;A;D;D;D;D;A;A;5;5;;3;5;5;3;B;A;A;B;A;A;A;A;A;A;14;E;0;0;5;3;5;A;B;B;B;B;B;A;;;;;;;;;;;;;;;;;;;;;;;
140000003943;2014;11;F;0;2;1;1;2004;1;1;;;;;;;;;;;;2111300;SAO LUIS;21;MA;1;1;1;1;199;195;206;210;548.5;605.3;496.2;529.4;DBCDEADACBBAEBCACECACDCECBAACCBCEEEBAEEDEEECE;ECBDABBDECAAEBCCBCCEAEDADEBECCDCBCBBDEABBCACA;DABDDDACCBBBAADADADBCEEABDDDDBCCBBBCDDEDDEBDD;BDCDEECCCCBEBEDBBDCADDDBDACDCBEDABDEDACDECCDB;1;ADBDDADABCDCBDCBEECABAEEDEADDBCBDBEBABEDEACDC;ECBDADADECAABBECBCCEADBABDEECAADECEDCEBDBABCA;CDACAECAADBDCDCBCACAEBEDBCCDABDCBEBCECABDEBDADDBCB;DCDADDCCECADEAEADBEDBBDACEDCBCBBCEAECABABDECB;7;100;80;80;60;0;320;C;E;B;4;A;B;A;A;A;A;D;D;A;D;A;A;D;D;D;A;A;B;5;5;;5;5;5;5;B;A;A;B;A;A;A;A;A;A;23;E;5;5;5;5;5;A;B;B;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
140000003944;2014;5;M;0;3;2;1;2013;1;2;;;;;;;;;;;;2927408;SALVADOR;29;BA;1;1;1;1;199;195;204;208;502.3;543.7;518.6;481.3;AAEBAECDBCBEDDDAABEDEAEEBAACDDCBAEDABBCDAABBB;ECEDEDABECAEBCACAACADABADBAEECECBBBEEEDACCBCA;DCDCABBDDEBCDEADBDCABBCACCCACADDBCCCDADDCDCBA;CDECECBABABBCBBBDCACCBDDDBEAABCCCAAEEDDABAAAC;0;ADBDDADABCDCBDCBEECABAEEDEADDBCBDBEBABEDEACDC;ECBDADADECAABBECBCCEADBABDEECAADECEDCEBDBABCA;ACACDDECAABDADDDCDCDABEBCBCBECACAEBDEBABEDBCDCBCBC;CECACBCABABDBDADCDAEAECBBCAEADBEDBECBDECEDDDC;7;100;120;100;100;80;500;E;C;C;2;C;B;A;A;D;A;D;D;A;A;D;B;A;D;D;D;A;A;5;5;;5;3;5;2;A;A;A;B;A;A;A;A;A;A;16;D;5;1;5;5;5;A;B;B;B;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
140000003945;2014;3;F;0;1;1;1;2012;1;1;;;;;;;;;;;;5108402;VARZEA GRANDE;51;MT;1;1;1;1;201;197;205;209;530.4;590.9;538.4;444;BDEBDBCCDEAEBBBDCACABBCACEBEACDBCBECDDADCBBAA;ADDCECAACBDAABACEAADBBCCEEEDEEDABBADAEBCCACAE;BECCDBEECEBDEDCDBABEECAEBCEAACBADEDAEBCECBABB;ADBBDBBDCDBBAEBADBDCBECDCECDEBBBCDBACCBEDCCEC;0;EDEADBCBDADBDCDCDABABEADECBEBCBDCBEABCDAEEDDA;ADECECBCCECAABBEBCABDBAECCEDEBDADCEDADBABAADE;ACACDDAAECBEBCDADDDCBBCBEDBCABDEBDCDACAEBECCBCCDAB;ECBDCDADEAEADBEDBBDAEAECCBCBBCCEDDDCCECAABABD;7;120;40;40;100;40;340;F;E;F;3;A;B;B;A;A;A;A;A;A;D;D;C;D;D;D;D;A;A;5;5;;5;5;5;5;B;A;A;B;A;A;A;A;A;A;17;D;5;0;5;5;5;A;B;B;A;A;B;A;;;;;;;;;;;;;;;;;;;;;;;
140000003946;2014;13;F;1;1;1;1;2004;1;1;;;;;;;;;;;;2609600;OLINDA;26;PE;0;0;0;0;199;195;203;207;;;;;.............................................;.............................................;.............................................;.............................................;0;;;;;6;0;0;0;0;0;0;G;E;F;4;D;B;A;A;A;D;D;A;A;D;D;B;D;D;D;D;A;B;2;5;;4;4;5;5;A;A;C;B;A;A;A;A;B;A;18;E;5;3;5;5;5;A;B;B;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
140000003947;2014;11;F;0;1;1;1;2005;1;1;;;;;;;;;;;;3304557;RIO DE JANEIRO;33;RJ;1;1;1;1;201;197;203;207;515.3;622.2;571.9;561.4;DBDCEBBACEBBCABADABDBEBEECCECABBCECBBCDDCABBB;ADDCECACCDBADBBEBCABBADEBBAEECDEDCBEACBDEAADE;EABCCBCECDCBEBCEDDEBDCBDDEBCDDBCAABEEDADDDADE;DDCADEBBECACCDCBCAEEBDDEBBEAEDACACBEBCECCCECD;1;EDEADBCBDADBDCDCDABABEADECBEBCBDCBEABCDAEEDDA;ADECECBCCECAABBEBCABDBAECCEDEBDADCEDADBABAADE;CDACAAADECBCBCDCBEBCECDEBACAEBDCDEDBCABBCBCDABDADD;DDCDEECBBEDBBDABBCCBCCEDEAECAEADDCDAABABDCECA;7;160;160;140;140;120;720;E;D;C;2;A;B;A;A;D;D;D;D;A;D;D;A;D;D;D;D;A;A;5;0;;5;5;5;5;B;A;B;B;A;A;A;A;B;A;25;D;0;0;5;5;5;A;A;B;B;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
140000003948;2014;3;F;0;3;1;2;;1;1;3513801;DIADEMA;35;SP;2;1;4;0;;;;3513801;DIADEMA;35;SP;1;1;1;1;199;195;204;208;492;575.4;533.8;503.2;BABCDBBAECCDEAEEBCEADBAEBCCEDBCADBDDBDEDCBACA;ECBAADADAEAABBADAACEDABADEBABACEBCDABADBACACB;BBACDBDAEDACDAABEEBABDEBBCACBDDABABBDBDBCDCEE;CDCCDCBACEABADEAABBBDECDEABAAEBBBADCBCDDBEADD;0;ADBDDADABCDCBDCBEECABAEEDEADDBCBDBEBABEDEACDC;ECBDADADECAABBECBCCEADBABDEECAADECEDCEBDBABCA;ACACDDECAABDADDDCDCDABEBCBCBECACAEBDEBABEDBCDCBCBC;CECACBCABABDBDADCDAEAECBBCAEADBEDBECBDECEDDDC;7;140;100;120;140;60;560;E;E;D;4;A;B;B;A;A;A;A;A;A;D;A;B;A;D;A;D;B;A;5;5;;5;5;5;5;B;A;A;B;A;A;A;A;A;A;17;B;5;0;2;5;5;A;B;B;A;A;B;B;;;;;;;;;;;;;;;;;;;;;;;
140000003949;2014;7;M;0;3;1;4;;;;;;;;;;;1;SECRETARIA DE ESTADO DE EDUCAÇÃO DE MINAS GERAIS;31;MG;3106200;BELO HORIZONTE;31;MG;1;1;1;1;200;196;204;208;609;578.4;551.6;600.5;ADEAECACBAADBCADEBECCBDEECDCBAEDABBEBEDDDDEEA;ADBEBADBEBEBDACAACBCCECCEABEBBABEEDCCAAABBDEC;ECBABBBADDDBECBABCBDAEAEBCCAEDCEEABADBDDDDCBC;CDCDCCBABEECDDAEBCBEDEEBDADCEBECADEBEDDBDCDDC;0;DAEDCDCAEABDBCBDEADCDBEBCBDCBEECABDABADBDEDEA;AADEAABBEADBABBDADBCCEECCEDECBCABDBACCEDEADEC;ACACDDECAABDADDDCDCDABEBCBCBECACAEBDEBABEDBCDCBCBC;CECACBCABABDBDADCDAEAECBBCAEADBEDBECBDECEDDDC;7;140;120;80;100;40;480;C;E;F;5;A;B;B;D;A;A;A;A;A;A;D;C;A;A;D;D;B;A;3;5;;5;5;5;4;B;A;B;F;A;A;A;A;B;A;17;D;4;0;5;4;4;B;A;B;A;A;B;B;B;;;;;;;;;;B;;;;;;;;;;;;
140000003950;2014;4;M;0;3;1;1;2013;1;1;;;;;;;;;;;;3304904;SAO GONCALO;33;RJ;0;0;0;0;199;195;203;207;;;;;.............................................;.............................................;.............................................;.............................................;1;;;;;6;0;0;0;0;0;0;C;C;H;4;A;B;A;A;A;A;A;A;A;A;A;C;A;D;D;D;A;C;1;1;;2;1;5;2;B;;;B;;;A;A;A;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
